invoice_id,item,quantity,unit_price,line_total
INV_000025,Item 3,5,253.19,1265.95
INV_000025,Item 4,6,298.39,1790.34
INV_000026,Item 1,8,131.33,1050.64
INV_000026,Item 2,6,311.72,1870.32
INV_000026,Item 3,8,156.82,1254.56
INV_000026,Item 4,2,319.99,639.98
INV_000027,Item 1,9,360.37,3243.33
INV_000027,Item 2,1,424.19,424.19
INV_000027,Item 3,3,248.1,744.3
INV_000027,Item 4,9,371.77,3345.93
INV_000027,Item 5,6,458.84,2753.04
INV_000028,Item 1,6,306.78,1840.68
INV_000028,Item 2,8,99.61,796.88
INV_000029,Item 1,8,506.74,4053.92
INV_000029,Item 2,5,373.97,1869.85
INV_000029,Item 3,6,446.6,2679.6
INV_000029,Item 4,1,301.07,301.07
INV_000030,Item 1,5,1020.93,5104.65
INV_000030,Item 2,3,721.5,2164.5
INV_000030,Item 3,1,827.1,827.1
INV_000030,Item 4,2,846.33,1692.66
INV_000031,Item 1,4,596.88,2387.52
INV_000031,Item 2,2,344.13,688.26
INV_000031,Item 3,8,692.09,5536.72
INV_000031,Item 4,3,475.02,1425.06
INV_000032,Item 1,4,360.98,1443.92
INV_000032,Item 2,4,434.78,1739.12
INV_000032,Item 3,7,392.86,2750.02
INV_000032,Item 4,7,411.03,2877.21
INV_000032,Item 5,1,317.2,317.2
INV_000033,Item 1,3,591.43,1774.29
INV_000033,Item 2,4,475.97,1903.88
INV_000033,Item 3,5,667.29,3336.45
INV_000033,Item 4,4,461.32,1845.28
INV_000034,Item 1,8,384.45,3075.6
INV_000034,Item 2,9,225.83,2032.47
INV_000035,Item 1,2,290.46,580.92
INV_000035,Item 2,7,339.36,2375.52
INV_000035,Item 3,1,130.5,130.5
INV_000036,Item 1,8,896.53,7172.24
INV_000036,Item 2,7,645.12,4515.84
INV_000036,Item 3,3,659.0,1977.0
INV_000037,Item 1,3,544.76,1634.28
INV_000037,Item 2,3,448.14,1344.42
INV_000037,Item 3,7,734.42,5140.94
INV_000037,Item 4,7,607.73,4254.11
INV_000038,Item 1,2,232.78,465.56
INV_000038,Item 2,7,446.36,3124.52
INV_000038,Item 3,5,387.03,1935.15
INV_000038,Item 4,3,446.78,1340.34
INV_000039,Item 1,8,795.29,6362.32
INV_000039,Item 2,1,695.7,695.7
INV_000039,Item 3,7,809.8,5668.6
INV_000039,Item 4,1,927.31,927.31
INV_000039,Item 5,9,421.07,3789.63
INV_000040,Item 1,9,563.64,5072.76
INV_000040,Item 2,5,380.46,1902.3
INV_000041,Item 1,5,495.76,2478.8
INV_000041,Item 2,5,697.3,3486.5
INV_000041,Item 3,8,721.64,5773.12
INV_000041,Item 4,7,626.73,4387.11
INV_000042,Item 1,9,858.74,7728.66
INV_000042,Item 2,9,942.07,8478.63
INV_000043,Item 1,8,768.63,6149.04
INV_000043,Item 2,1,828.08,828.08
INV_000043,Item 3,7,783.24,5482.68
INV_000044,Item 1,2,349.15,698.3
INV_000044,Item 2,7,278.04,1946.28
INV_000044,Item 3,4,291.52,1166.08
INV_000044,Item 4,7,348.01,2436.07
INV_000044,Item 5,7,50.0,350.0
INV_000045,Item 1,2,364.94,729.88
INV_000045,Item 2,3,298.3,894.9
INV_000046,Item 1,4,766.19,3064.76
INV_000046,Item 2,1,860.86,860.86
INV_000046,Item 3,5,696.0,3480.0
INV_000047,Item 1,3,648.27,1944.81
INV_000047,Item 2,2,583.26,1166.52
INV_000048,Item 1,8,504.45,4035.6
INV_000048,Item 2,9,669.6,6026.4
INV_000048,Item 3,2,694.44,1388.88
INV_000049,Item 1,5,314.37,1571.85
INV_000049,Item 2,3,413.09,1239.27
INV_000049,Item 3,3,442.43,1327.29
INV_000049,Item 4,1,196.86,196.86
INV_000049,Item 5,6,420.21,2521.26
INV_000050,Item 1,15,381.1,5716.5
INV_000050,Item 2,21,411.6,8643.6
INV_000050,Item 3,21,335.4,7043.4
INV_000051,Item 1,5,470.21,2351.05
INV_000051,Item 2,1,534.26,534.26
INV_000051,Item 3,6,491.45,2948.7
INV_000051,Item 4,6,699.53,4197.18
INV_000052,Item 1,4,415.87,1663.48
INV_000052,Item 2,7,340.79,2385.53
INV_000053,Item 1,6,553.76,3322.56
INV_000053,Item 2,1,557.93,557.93
INV_000053,Item 3,9,675.09,6075.81
INV_000054,Item 1,7,732.75,5129.25
INV_000054,Item 2,1,418.06,418.06
INV_000054,Item 3,9,621.29,5591.61
INV_000055,Item 1,9,202.51,1822.59
INV_000055,Item 2,6,239.61,1437.66
INV_000056,Item 1,6,414.62,2487.72
INV_000056,Item 2,2,298.93,597.86
INV_000056,Item 3,2,245.03,490.06
INV_000057,Item 1,4,300.0,1200.0
INV_000057,Item 2,6,307.61,1845.66
INV_000057,Item 3,3,459.13,1377.39
INV_000057,Item 4,9,305.21,2746.89
INV_000057,Item 5,2,205.95,411.9
INV_000058,Item 1,9,298.21,2683.89
INV_000058,Item 2,3,381.19,1143.57
INV_000058,Item 3,3,341.31,1023.93
INV_000058,Item 4,1,241.35,241.35
INV_000058,Item 5,7,491.65,3441.55
INV_000059,Item 1,3,613.77,1841.31
INV_000059,Item 2,3,536.02,1608.06
INV_000059,Item 3,3,488.54,1465.62
INV_000059,Item 4,2,762.52,1525.04
INV_000060,Item 1,4,452.44,1809.76
INV_000060,Item 2,2,401.56,803.12
INV_000061,Item 1,4,489.31,1957.24
INV_000061,Item 2,8,710.74,5685.92
INV_000062,Item 1,1,467.57,467.57
INV_000062,Item 2,7,320.16,2241.12
INV_000062,Item 3,5,328.87,1644.35
INV_000062,Item 4,1,323.67,323.67
INV_000062,Item 5,4,383.47,1533.88
INV_000063,Item 1,5,452.38,2261.9
INV_000063,Item 2,6,359.65,2157.9
INV_000063,Item 3,5,414.44,2072.2
INV_000064,Item 1,2,307.36,614.72
INV_000064,Item 2,6,390.29,2341.74
INV_000064,Item 3,9,270.21,2431.89
INV_000065,Item 1,8,332.81,2662.48
INV_000065,Item 2,5,101.37,506.85
INV_000066,Item 1,8,309.25,2474.0
INV_000066,Item 2,5,788.29,3941.45
INV_000066,Item 3,9,420.24,3782.16
INV_000067,Item 1,4,162.86,651.44
INV_000067,Item 2,5,187.65,938.25
INV_000067,Item 3,4,317.88,1271.52
INV_000067,Item 4,5,228.54,1142.7
INV_000068,Item 1,8,183.25,1466.0
INV_000068,Item 2,1,134.31,134.31
INV_000068,Item 3,4,337.66,1350.64
INV_000068,Item 4,4,433.35,1733.4
INV_000069,Item 1,1,551.68,551.68
INV_000069,Item 2,5,666.18,3330.9
INV_000069,Item 3,4,467.9,1871.6
INV_000069,Item 4,7,491.85,3442.95
INV_000069,Item 5,4,587.09,2348.36
INV_000070,Item 1,9,656.28,5906.52
INV_000070,Item 2,3,624.64,1873.92
INV_000071,Item 1,9,671.87,6046.83
INV_000071,Item 2,9,710.82,6397.38
INV_000071,Item 3,7,785.35,5497.45
INV_000071,Item 4,2,704.95,1409.9
INV_000072,Item 1,4,570.31,2281.24
INV_000072,Item 2,4,492.58,1970.32
INV_000072,Item 3,5,614.54,3072.7
INV_000072,Item 4,9,468.6,4217.4
INV_000073,Item 1,6,456.07,2736.42
INV_000073,Item 2,1,306.11,306.11
INV_000073,Item 3,5,425.11,2125.55
INV_000073,Item 4,2,432.98,865.96
INV_000073,Item 5,4,267.68,1070.72
INV_000074,Item 1,1,425.88,425.88
INV_000074,Item 2,6,471.0,2826.0
INV_000074,Item 3,8,631.48,5051.84
INV_000074,Item 4,6,478.72,2872.32
INV_000074,Item 5,9,469.84,4228.56
INV_000075,Item 1,6,668.08,4008.48
INV_000075,Item 2,3,812.88,2438.64
INV_000075,Item 3,9,770.73,6936.57
INV_000075,Item 4,2,819.49,1638.98
INV_000075,Item 5,8,814.79,6518.32
INV_000076,Item 1,2,85.88,171.76
INV_000076,Item 2,8,364.87,2918.96
INV_000076,Item 3,9,250.63,2255.67
INV_000077,Item 1,5,626.35,3131.75
INV_000077,Item 2,3,738.13,2214.39
INV_000077,Item 3,7,444.8,3113.6
INV_000077,Item 4,7,909.17,6364.19
INV_000078,Item 1,4,73.56,294.24
INV_000078,Item 2,5,136.13,680.65
INV_000079,Item 1,1,318.57,318.57
INV_000079,Item 2,7,419.54,2936.78
INV_000080,Item 1,5,527.04,2635.2
INV_000080,Item 2,4,789.01,3156.04
INV_000081,Item 1,4,623.36,2493.44
INV_000081,Item 2,7,681.66,4771.62
INV_000081,Item 3,2,481.09,962.18
INV_000081,Item 4,8,522.14,4177.12
INV_000081,Item 5,2,704.76,1409.52
INV_000082,Item 1,5,1056.2896020584808,5281.45
INV_000082,Item 2,3,485.63156679453687,1456.89
INV_000082,Item 3,7,932.7558102808767,6529.29
INV_000082,Item 4,1,937.4538854790746,937.45
INV_000082,Item 5,5,284.19903858698586,1421.0
INV_000083,Item 1,3,472.43,1417.29
INV_000083,Item 2,6,420.84,2525.04
INV_000083,Item 3,5,538.93,2694.65
INV_000084,Item 1,7,634.91,4444.37
INV_000084,Item 2,2,494.4,988.8
INV_000085,Item 1,8,658.73,5269.84
INV_000085,Item 2,6,549.82,3298.92
INV_000085,Item 3,5,865.43,4327.15
INV_000085,Item 4,6,567.14,3402.84
INV_000085,Item 5,9,845.96,7613.64
INV_000086,Item 1,1,948.7920124708755,948.79
INV_000086,Item 2,8,1056.5069818595289,8452.06
INV_000086,Item 3,6,1207.6333070780827,7245.8
INV_000086,Item 4,3,1001.3489033717182,3004.05
INV_000087,Item 1,7,908.16,6357.12
INV_000087,Item 2,9,874.03,7866.27
INV_000087,Item 3,4,578.62,2314.48
INV_000087,Item 4,1,602.26,602.26
INV_000087,Item 5,6,733.79,4402.74
INV_000088,Item 1,3,132.25,396.75
INV_000088,Item 2,1,281.67,281.67
INV_000088,Item 3,4,209.16,836.64
INV_000089,Item 1,9,177.72,1599.48
INV_000089,Item 2,7,199.56,1396.92
INV_000089,Item 3,6,333.8,2002.8
INV_000090,Item 1,5,728.44,3642.2
INV_000090,Item 2,4,637.39,2549.56
INV_000090,Item 3,6,703.29,4219.74
INV_000091,Item 1,2,707.39,1414.78
INV_000091,Item 2,7,831.63,5821.41
INV_000091,Item 3,6,814.15,4884.9
INV_000092,Item 1,3,390.24,1170.72
INV_000092,Item 2,6,453.06,2718.36
INV_000092,Item 3,40,385.58,15423.2
INV_000093,Item 1,7,194.92,1364.44
INV_000093,Item 2,8,362.65,2901.2
INV_000093,Item 3,2,357.57,715.14
INV_000093,Item 4,2,224.46,448.92
INV_000093,Item 5,7,152.53,1067.71
INV_000094,Item 1,1,754.62,754.62
INV_000094,Item 2,7,661.6,4631.2
INV_000094,Item 3,2,563.22,1126.44
INV_000094,Item 4,4,538.65,2154.6
INV_000095,Item 1,9,756.06,6804.54
INV_000095,Item 2,5,793.38,3966.9
INV_000095,Item 3,5,663.01,3315.05
INV_000095,Item 4,8,744.07,5952.56
INV_000095,Item 5,3,673.8,2021.4
INV_000096,Item 1,1,463.93,463.93
INV_000096,Item 2,3,592.61,1777.83
INV_000096,Item 3,4,481.26,1925.04
INV_000096,Item 4,5,558.13,2790.65
INV_000096,Item 5,3,464.54,1393.62
INV_000097,Item 1,5,769.24,3846.2
INV_000097,Item 2,8,601.02,4808.16
INV_000097,Item 3,4,523.47,2093.88
INV_000097,Item 4,1,602.66,602.66
INV_000097,Item 5,9,667.01,6003.09
INV_000098,Item 1,1,326.33,326.33
INV_000098,Item 2,5,485.23,2426.15
INV_000098,Item 3,3,589.39,1768.17
INV_000098,Item 4,9,426.26,3836.34
INV_000098,Item 5,4,479.14,1916.56
INV_000099,Item 1,1,778.9,778.9
INV_000099,Item 2,2,718.42,1436.84
INV_000099,Item 3,7,799.57,5596.99
INV_000099,Item 4,8,634.06,5072.48
INV_000100,Item 1,7,241.66,1691.62
INV_000100,Item 2,9,653.81,5884.29
INV_000100,Item 3,6,435.43,2612.58
INV_000100,Item 4,6,350.48,2102.88
INV_000101,Item 1,4,382.85,1531.4
INV_000101,Item 2,1,623.3,623.3
INV_000101,Item 3,1,457.1,457.1
INV_000101,Item 4,6,498.84,2993.04
INV_000101,Item 5,5,581.99,2909.95
INV_000102,Item 1,7,455.81,3190.67
INV_000102,Item 2,1,428.25,428.25
INV_000102,Item 3,4,303.91,1215.64
INV_000103,Item 1,2,246.63,493.26
INV_000103,Item 2,3,233.02,699.06
INV_000104,Item 1,9,700.74,6306.66
INV_000104,Item 2,7,729.64,5107.48
INV_000104,Item 3,4,591.3,2365.2
INV_000104,Item 4,3,632.95,1898.85
INV_000105,Item 1,7,213.11,1491.77
INV_000105,Item 2,4,278.16,1112.64
INV_000106,Item 1,2,603.73,1207.46
INV_000106,Item 2,5,449.19,2245.95
INV_000107,Item 1,4,570.44,2281.76
INV_000107,Item 2,1,403.58,403.58
INV_000108,Item 1,7,446.52,3125.64
INV_000108,Item 2,4,655.34,2621.36
INV_000108,Item 3,8,376.72,3013.76
INV_000108,Item 4,3,591.64,1774.92
INV_000108,Item 5,4,523.4,2093.6
INV_000109,Item 1,5,613.09,3065.45
INV_000109,Item 2,6,896.16,5376.96
INV_000109,Item 3,5,814.63,4073.15
INV_000109,Item 4,5,944.85,4724.25
INV_000110,Item 1,9,595.43,5358.87
INV_000110,Item 2,5,376.02,1880.1
INV_000110,Item 3,2,670.2,1340.4
INV_000110,Item 4,4,342.31,1369.24
INV_000110,Item 5,7,575.75,4030.25
INV_000111,Item 1,9,761.5,6853.5
INV_000111,Item 2,8,803.11,6424.88
INV_000111,Item 3,3,954.54,2863.62
INV_000112,Item 1,3,693.72,2081.16
INV_000112,Item 2,9,791.61,7124.49
INV_000112,Item 3,2,754.12,1508.24
INV_000112,Item 4,6,695.94,4175.64
INV_000112,Item 5,3,981.37,2944.11
INV_000113,Item 1,8,290.81,2326.48
INV_000113,Item 2,7,184.51,1291.57
INV_000113,Item 3,5,275.69,1378.45
INV_000114,Item 1,6,324.01,1944.06
INV_000114,Item 2,7,441.5,3090.5
INV_000114,Item 3,8,422.17,3377.36
INV_000114,Item 4,2,247.82,495.64
INV_000114,Item 5,2,480.35,960.7
INV_000115,Item 1,9,780.69,7026.21
INV_000115,Item 2,2,802.21,1604.42
INV_000115,Item 3,3,633.09,1899.27
INV_000115,Item 4,3,676.84,2030.52
INV_000116,Item 1,4,857.55,3430.2
INV_000116,Item 2,3,781.6,2344.8
INV_000117,Item 1,6,115.35,692.1
INV_000117,Item 2,8,327.29,2618.32
INV_000117,Item 3,7,269.66,1887.62
INV_000117,Item 4,2,279.64,559.28
INV_000118,Item 1,5,292.65,1463.25
INV_000118,Item 2,5,200.86,1004.3
INV_000118,Item 3,6,387.95,2327.7
INV_000119,Item 1,7,283.89,1987.23
INV_000119,Item 2,8,284.17,2273.36
INV_000119,Item 3,6,188.58,1131.48
INV_000119,Item 4,6,231.57,1389.42
INV_000119,Item 5,7,222.54,1557.78
INV_000120,Item 1,9,448.5,4036.5
INV_000120,Item 2,2,231.6,463.2
INV_000120,Item 3,7,534.33,3740.31
INV_000120,Item 4,4,347.31,1389.24
INV_000121,Item 1,6,775.59,4653.54
INV_000121,Item 2,8,800.53,6404.24
INV_000121,Item 3,9,944.93,8504.37
INV_000121,Item 4,2,815.39,1630.78
INV_000121,Item 5,4,790.28,3161.12
INV_000122,Item 1,3,439.09,1317.27
INV_000122,Item 2,1,335.95,335.95
INV_000122,Item 3,1,416.24,416.24
INV_000123,Item 1,2,907.0628150838759,1814.13
INV_000123,Item 2,1,1157.7391470605512,1157.74
INV_000123,Item 3,2,925.069832528141,1850.14
INV_000123,Item 4,2,644.4581374572637,1288.92
INV_000124,Item 1,5,687.98,3439.9
INV_000124,Item 2,8,590.2,4721.6
INV_000124,Item 3,7,686.06,4802.42
INV_000125,Item 1,3,301.59,904.77
INV_000125,Item 2,1,242.81,242.81
INV_000125,Item 3,2,126.01,252.02
INV_000126,Item 1,3,800.21,2400.63
INV_000126,Item 2,5,800.92,4004.6
INV_000126,Item 3,3,649.63,1948.89
INV_000126,Item 4,7,620.28,4341.96
INV_000126,Item 5,4,731.36,2925.44
INV_000127,Item 1,8,876.28,7010.24
INV_000127,Item 2,2,722.39,1444.78
INV_000127,Item 3,9,709.98,6389.82
INV_000128,Item 1,3,419.84,1259.52
INV_000128,Item 2,4,491.36,1965.44
INV_000128,Item 3,7,470.98,3296.86
INV_000129,Item 1,2,424.39,848.78
INV_000129,Item 2,6,522.71,3136.26
INV_000129,Item 3,9,430.08,3870.72
INV_000129,Item 4,9,367.91,3311.19
INV_000129,Item 5,5,528.22,2641.1
INV_000130,Item 1,9,405.92,3653.28
INV_000130,Item 2,6,418.69,2512.14
INV_000131,Item 1,8,797.6,6380.8
INV_000131,Item 2,3,750.35,2251.05
INV_000131,Item 3,8,903.95,7231.6
INV_000131,Item 4,3,541.87,1625.61
INV_000131,Item 5,6,654.21,3925.26
INV_000132,Item 1,7,272.17,1905.19
INV_000132,Item 2,1,323.43,323.43
INV_000132,Item 3,5,206.16,1030.8
INV_000132,Item 4,1,173.83,173.83
INV_000132,Item 5,6,430.87,2585.22
INV_000133,Item 1,8,632.86,5062.88
INV_000133,Item 2,2,716.98,1433.96
INV_000133,Item 3,1,692.98,692.98
INV_000133,Item 4,2,871.07,1742.14
INV_000133,Item 5,4,658.37,2633.48
INV_000134,Item 1,9,578.93,5210.37
INV_000134,Item 2,4,477.92,1911.68
INV_000134,Item 3,3,429.24,1287.72
INV_000134,Item 4,2,642.17,1284.34
INV_000135,Item 1,3,305.91,917.73
INV_000135,Item 2,6,355.08,2130.48
INV_000135,Item 3,4,432.14,1728.56
INV_000136,Item 1,3,576.13,1728.39
INV_000136,Item 2,4,490.82,1963.28
INV_000136,Item 3,4,478.13,1912.52
INV_000137,Item 1,2,632.48,1264.96
INV_000137,Item 2,3,567.62,1702.86
INV_000137,Item 3,1,581.19,581.19
INV_000137,Item 4,7,663.14,4641.98
INV_000137,Item 5,2,689.16,1378.32
INV_000138,Item 1,6,817.63,4905.78
INV_000138,Item 2,5,881.13,4405.65
INV_000139,Item 1,6,446.66,2679.96
INV_000139,Item 2,8,333.23,2665.84
INV_000140,Item 1,8,526.91,4215.28
INV_000140,Item 2,7,468.29,3278.03
INV_000140,Item 3,4,295.88,1183.52
INV_000140,Item 4,8,315.74,2525.92
INV_000140,Item 5,7,483.1,3381.7
INV_000141,Item 1,21,72.7,1526.7
INV_000141,Item 2,24,203.58,4885.92
INV_000142,Item 1,1,939.17,939.17
INV_000142,Item 2,3,723.9,2171.7
INV_000143,Item 1,1,516.72,516.72
INV_000143,Item 2,8,149.48,1195.84
INV_000143,Item 3,1,320.76,320.76
INV_000143,Item 4,6,276.37,1658.22
INV_000144,Item 1,7,263.63,1845.41
INV_000144,Item 2,1,288.58,288.58
INV_000145,Item 1,15,257.44,3861.6
INV_000145,Item 2,9,415.14,3736.26
INV_000145,Item 3,25,469.37,11734.25
INV_000146,Item 1,3,531.84,1595.52
INV_000146,Item 2,3,654.3,1962.9
INV_000146,Item 3,8,610.87,4886.96
INV_000146,Item 4,7,578.72,4051.04
INV_000146,Item 5,4,418.64,1674.56
INV_000147,Item 1,4,680.17,2720.68
INV_000147,Item 2,7,553.09,3871.63
INV_000147,Item 3,9,524.28,4718.52
INV_000147,Item 4,1,478.22,478.22
INV_000147,Item 5,7,513.03,3591.21
INV_000148,Item 1,1,623.7,623.7
INV_000148,Item 2,2,408.15,816.3
INV_000148,Item 3,7,316.55,2215.85
INV_000148,Item 4,2,416.56,833.12
INV_000148,Item 5,6,479.06,2874.36
INV_000149,Item 1,12,634.6,7615.2
INV_000149,Item 2,5,642.3,3211.5
INV_000149,Item 3,24,595.63,14295.12
INV_000149,Item 4,32,404.19,12934.08
INV_000149,Item 5,6,525.12,3150.72
INV_000150,Item 1,3,469.46,1408.38
INV_000150,Item 2,3,151.58,454.74
INV_000150,Item 3,1,391.25,391.25
INV_000150,Item 4,3,323.47,970.41
INV_000150,Item 5,3,313.95,941.85
INV_000151,Item 1,3,1629.9252334337507,4889.78
INV_000151,Item 2,9,1056.7008445697038,9510.31
INV_000152,Item 1,2,793.29,1586.58
INV_000152,Item 2,8,663.97,5311.76
INV_000152,Item 3,7,719.67,5037.69
INV_000152,Item 4,7,764.7,5352.9
INV_000153,Item 1,8,276.71,2213.68
INV_000153,Item 2,2,680.93,1361.86
INV_000153,Item 3,5,419.2,2096.0
INV_000153,Item 4,6,478.83,2872.98
INV_000154,Item 1,5,795.21,3976.05
INV_000154,Item 2,9,789.77,7107.93
INV_000154,Item 3,3,710.11,2130.33
INV_000154,Item 4,1,706.78,706.78
INV_000154,Item 5,7,828.65,5800.55
INV_000155,Item 1,4,325.76,1303.04
INV_000155,Item 2,5,343.41,1717.05
INV_000155,Item 3,9,312.1,2808.9
INV_000156,Item 1,6,381.72,2290.32
INV_000156,Item 2,32,255.57,8178.24
INV_000156,Item 3,21,378.7,7952.7
INV_000156,Item 4,20,443.65,8873.0
INV_000157,Item 1,2,495.49,990.98
INV_000157,Item 2,7,450.71,3154.97
INV_000157,Item 3,7,534.23,3739.61
INV_000157,Item 4,8,418.33,3346.64
INV_000157,Item 5,4,384.2,1536.8
INV_000158,Item 1,3,177.15,531.45
INV_000158,Item 2,9,322.11,2898.99
INV_000158,Item 3,6,216.18,1297.08
INV_000159,Item 1,3,344.26,1032.78
INV_000159,Item 2,5,448.63,2243.15
INV_000159,Item 3,4,264.51,1058.04
INV_000160,Item 1,2,378.18,756.36
INV_000160,Item 2,7,216.39,1514.73
INV_000160,Item 3,7,243.26,1702.82
INV_000160,Item 4,5,469.14,2345.7
INV_000160,Item 5,7,289.47,2026.29
INV_000161,Item 1,4,697.14,2788.56
INV_000161,Item 2,9,579.47,5215.23
INV_000161,Item 3,6,547.1,3282.6
INV_000161,Item 4,1,694.18,694.18
INV_000162,Item 1,6,712.58,4275.48
INV_000162,Item 2,3,572.98,1718.94
INV_000162,Item 3,3,539.73,1619.19
INV_000163,Item 1,4,554.25,2217.0
INV_000163,Item 2,1,648.27,648.27
INV_000163,Item 3,3,707.94,2123.82
INV_000163,Item 4,3,517.82,1553.46
INV_000163,Item 5,1,478.62,478.62
INV_000164,Item 1,8,832.41,6659.28
INV_000164,Item 2,4,587.62,2350.48
INV_000164,Item 3,8,711.36,5690.88
INV_000165,Item 1,5,475.83,2379.15
INV_000165,Item 2,9,481.82,4336.38
INV_000165,Item 3,5,484.67,2423.35
INV_000165,Item 4,1,494.0,494.0
INV_000166,Item 1,1,385.92,385.92
INV_000166,Item 2,8,505.84,4046.72
INV_000166,Item 3,5,509.8,2549.0
INV_000166,Item 4,5,356.36,1781.8
INV_000166,Item 5,6,449.46,2696.76
INV_000167,Item 1,5,269.95,1349.75
INV_000167,Item 2,4,285.42,1141.68
INV_000167,Item 3,9,286.04,2574.36
INV_000167,Item 4,8,516.17,4129.36
INV_000168,Item 1,6,83.37,500.22
INV_000168,Item 2,8,239.05,1912.4
INV_000169,Item 1,7,278.46,1949.22
INV_000169,Item 2,3,354.08,1062.24
INV_000170,Item 1,6,815.2,4891.2
INV_000170,Item 2,4,828.13,3312.52
INV_000170,Item 3,8,731.21,5849.68
INV_000170,Item 4,4,666.18,2664.72
INV_000170,Item 5,2,548.02,1096.04
INV_000171,Item 1,7,456.88,3198.16
INV_000171,Item 2,2,394.86,789.72
INV_000172,Item 1,1,452.13,452.13
INV_000172,Item 2,4,312.77,1251.08
INV_000172,Item 3,3,350.82,1052.46
INV_000172,Item 4,5,451.81,2259.05
INV_000173,Item 1,5,589.39,2946.95
INV_000173,Item 2,4,334.38,1337.52
INV_000173,Item 3,2,685.33,1370.66
INV_000173,Item 4,8,708.81,5670.48
INV_000174,Item 1,1,651.87,651.87
INV_000174,Item 2,3,663.59,1990.77
INV_000174,Item 3,6,691.31,4147.86
INV_000174,Item 4,9,631.8,5686.2
INV_000175,Item 1,1,739.66,739.66
INV_000175,Item 2,8,602.1,4816.8
INV_000176,Item 1,5,677.82,3389.1
INV_000176,Item 2,7,682.27,4775.89
INV_000176,Item 3,6,682.5,4095.0
INV_000176,Item 4,4,600.5,2402.0
INV_000176,Item 5,2,675.08,1350.16
INV_000177,Item 1,9,324.38,2919.42
